"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Niger","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2465614",""
"Niger","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2098349",""
"Niger","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1802813",""
"Niger","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1219880",""
"Niger","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1038030",""
"Niger","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","888839",""
"Niger","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","756752",""
"Niger","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","645946",""
"Niger","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3244987",""
"Niger","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2750902",""
"Niger","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2330110",""
"Niger","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1966271",""
"Niger","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1670028",""
"Niger","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","190045",""
"Niger","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","148662",""
"Niger","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","115687",""
"Niger","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","92514",""
"Niger","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","74058",""
"Niger","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3254900",""
"Niger","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2714581",""
"Niger","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2276183",""
"Niger","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1936241",""
"Niger","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1665934",""
"Niger","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3671526",""
"Niger","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","3048129",""
"Niger","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2588809",""
"Niger","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","2162323",""
"Niger","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1898882",""
"Niger","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1100292",""
"Niger","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","910896",""
"Niger","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","791368",""
"Niger","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","605217",""
"Niger","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","592309",""
"Niger","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","3240922",""
"Niger","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","2732437",""
"Niger","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","2249071",""
"Niger","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1867235",""
"Niger","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1624120",""
"Niger","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","227743",""
"Niger","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","187808",""
"Niger","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","149863",""
"Niger","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","117476",""
"Niger","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","91448",""
"Nigeria","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","30961857",""
"Nigeria","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","28002904",""
"Nigeria","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","24972166",""
"Nigeria","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","21685852",""
"Nigeria","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","18566289",""
"Nigeria","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","35737714",""
"Nigeria","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32199507",""
"Nigeria","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","28484809",""
"Nigeria","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","24663655",""
"Nigeria","Female 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","21123751",""
"Nigeria","Female 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14276243",""
"Nigeria","Female 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12220205",""
"Nigeria","Female 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10294424",""
"Nigeria","Female 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8804093",""
"Nigeria","Female 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7618030",""
"Nigeria","Female 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","37548664",""
"Nigeria","Female 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32621145",""
"Nigeria","Female 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","28101186",""
"Nigeria","Female 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","24377826",""
"Nigeria","Female 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","21275949",""
"Nigeria","Female 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","2258315",""
"Nigeria","Female 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1985925",""
"Nigeria","Female 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1738661",""
"Nigeria","Female 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1526612",""
"Nigeria","Female 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1331812",""
"Nigeria","Male 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","31711350",""
"Nigeria","Male 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","28568029",""
"Nigeria","Male 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","25347441",""
"Nigeria","Male 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","21898822",""
"Nigeria","Male 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","18687748",""
"Nigeria","Male 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","36573325",""
"Nigeria","Male 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","32808273",""
"Nigeria","Male 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","28879745",""
"Nigeria","Male 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","24885548",""
"Nigeria","Male 0-17 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","21237098",""
"Nigeria","Male 15-24 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","14435002",""
"Nigeria","Male 15-24 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","12280105",""
"Nigeria","Male 15-24 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","10301231",""
"Nigeria","Male 15-24 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","8768352",""
"Nigeria","Male 15-24 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","7558509",""
"Nigeria","Male 15-64 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","36998199",""
"Nigeria","Male 15-64 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","31954965",""
"Nigeria","Male 15-64 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","27432719",""
"Nigeria","Male 15-64 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","23738311",""
"Nigeria","Male 15-64 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","20683221",""
"Nigeria","Male 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","1877698",""
"Nigeria","Male 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","1639640",""
"Nigeria","Male 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","1417890",""
"Nigeria","Male 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","1226865",""
"Nigeria","Male 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","1053110",""
"Norway","Female 0-14 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","442759","10"
"Norway","Female 0-14 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","436497","10"
"Norway","Female 0-14 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","413457","10"
"Norway","Female 0-14 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","391615","10"
"Norway","Female 0-14 yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Number","405460","10"
"Norway","Female 0-17 yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Number","531102","10"
"Norway","Female 0-17 yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Number","514965","10"
"Norway","Female 0-17 yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Number","489997","10"
"Norway","Female 0-17 yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Number","481810","10"
